id,name,category,genre,threads,threads_confirmed,other_sns,followers,claimed_income,income_tier,monetization,style,credibility,hype_flag,prominence,sources
63,あさノン,A. 教材・ノウハウ販売型,2児ママ副業,不明,不明,note(asanon_non),不明（フォロバ100運用）,『副業で月20万の2児ママ』(プロフィール),②月15〜50万(要検証),note有料記事想定,プロフィールで月20万を掲示,収益はプロフィール自己申告、内訳不明,,1,https://note.com/asanon_non
64,きらぷる堂,A. 教材・ノウハウ販売型,Threads×楽天アフィリエイト（体験記型教材）,@kirapurudo（推定）,推定,Brain(kirapurudo),不明,"月8万円収益達成（自己申告、38,000文字体験）",③月8〜10万,Brain『月8万円収益達成』販売（無料部分あり）,"38,000字のリアル体験談ベース",月8万は自己申告。無料部分公開で検証余地あり、中程度,,1,https://brain-market.com/u/kirapurudo/a/b4kjM5IjMgoTZsNWa0JXY
65,きりん🦒30代ママ,A. 教材・ノウハウ販売型,子育て/旅行/日用品(30代ママ),不明,不明,"note(@decoboco_sisters), 楽天ROOM系(推定)",不明,『爆速収益化』(具体額不明・本人公表),⑤目標値/少額・実額不明,有料note(有料級ノウハウ徹底解説),お買い物・旅行のお得情報×楽天アフィの掛け合わせ,本人公表のみ・検証不可。『爆速』は誇張の可能性,,1,https://note.com/decoboco_sisters/n/n46183f068d61
66,くみこ,A. 教材・ノウハウ販売型,SNS発信・スレッズ収益化解説,不明,不明,note(kumiko_business),不明,不明,不明/非公表,note有料記事,『スレッズ収益化2026』仕組み解説型,解説系、個人実績は前面に出さず,,1,https://note.com/kumiko_business/n/nd98ef2978e57
67,ぐーたら団長,A. 教材・ノウハウ販売型,副業全般/日用品,不明,不明,note(@gudegudedantyou),不明,1ヶ月で20万円(訴求),⑤目標値/少額・実額不明,有料note(副業が最強の理由),『これならできるかも』で始めた成功体験訴求型,本人公表のみ・検証不可。月20万は誇張の可能性,,1,https://note.com/gudegudedantyou/n/n38ec2970cb66
68,この世は金と知恵,A. 教材・ノウハウ販売型,日用品/暮らし(時短リサーチ),不明,不明,note(@money_wisdom),不明,月20万(200部突破スタートガイド訴求),②月15〜50万(要検証),有料note(200部突破スタートガイド),『200部突破』『月20万』を前面に出す販売強め型,本人公表のみ・検証不可。月20万は誇張の可能性,,1,https://note.com/money_wisdom/n/n3b9c803d46ab
69,たけママ,A. 教材・ノウハウ販売型,Threads×楽天アフィリエイト(ワーママ),不明,不明,Amazon Kindle,不明,「月1万円」書籍タイトル訴求,④月1〜5万(初級レンジ),Kindle電子書籍販売,フォロワー0・ワーママ向け7日ロードマップ,Kindle著者。実績は書籍内自己申告,,1,https://www.amazon.co.jp/dp/B0FPCH9P53
70,にぎやか三姉妹と母ちゃん日和,A. 教材・ノウハウ販売型,子育て/日用品(3姉妹ママ),不明,不明,"note(@kosumosu05), 楽天ルーム",不明,『爆速バズ』で収益化(具体額不明・本人公表),⑤目標値/少額・実額不明,有料note(楽天ルーム×Threads全戦略),楽天ルーム挫折→Threadsで巻き返した体験談型,本人公表のみ・検証不可。『爆速バズ』は誇張の可能性,,1,https://note.com/kosumosu05/n/n705e57b49c93
71,まな,A. 教材・ノウハウ販売型,AI活用/日用品,不明,不明,note(@amiiii_714),不明,不明,不明/非公表,有料note(保存版 AI×楽天アフィリエイト攻略),AI活用の攻略noteを『保存版』として販売,本人公表のみ・検証不可,,1,https://note.com/amiiii_714/n/n04363dac9362
72,ももトト,A. 教材・ノウハウ販売型,note収益・楽天ROOM収益ノウハウ,不明,不明,note(momona1204)、楽天ROOM、Threads,不明,1ヶ月以内にnote収益・楽天ROOM収益を達成,⑤目標値/少額・実額不明,楽天ROOM＋note販売,達成手法をまとめて販売,自己申告・note導線。信頼度低,,1,https://note.com/momona1204/n/ndfe6492afd27
73,ゆるまる,A. 教材・ノウハウ販売型,子育てママ副業(Threads×楽天),不明,不明,note(yurumaru_fukugyo),不明（フォロバ100運用）,『月36万円を稼ぐ6ステップ』,②月15〜50万(要検証),note有料記事,6ステップ・保存版フォーマット,月36万は販売見出しの自己申告。誇大の可能性,要注意(誇大の可能性),1,https://note.com/yurumaru_fukugyo/n/ndcc90f841076
74,ゆーすけ,A. 教材・ノウハウ販売型,Threads×楽天アフィリエイト専用GPT活用,不明,不明,note(u_suke_37),不明,不明,不明/非公表,note『専用GPT活用法』販売,スマホ1台・超初心者向けAI副業の解説型,GPT活用ノウハウ中心。実績乏しい,,1,https://note.com/u_suke_37/n/n614f8aca4c34
75,わかりやすく教えるよ（23歳）,A. 教材・ノウハウ販売型,SNS副業全般・Threads×楽天/オプトイン,不明,不明,独自ドメインブログ,不明,『SNS副業で月300万稼いで人生変えた』(肩書き),①誇大・要検証(月100万超〜/累計高額),ブログ→教材/オプトインアフィ導線,高額実績を掲げる情報発信ブログ,月300万は屋号レベルの主張で検証不可。誇大広告の典型,要注意(誇大の可能性),1,https://wakariyasukuosieruyo.blog/threads-rakuten-affiliate/
76,わちゃママ,A. 教材・ノウハウ販売型,Threads×ブログ×楽天アフィ,不明,不明,Brain(ayami-4boy_1),不明,不明,不明/非公表,Brain有料教材,ブログ併用の商品選び〜収益化解説,実績数値未確認、教材販売主体,,1,https://brain-market.com/u/ayami-4boy_1/a/bxUDNzEjMgoTZsNWa0JXY
77,エリーナ（カエル出版）,A. 教材・ノウハウ販売型,楽天ROOMアフィリエイト入門（マンガ）,不明,不明,Amazon Kindle,不明,不明,不明/非公表,Kindle『マンガでわかる楽天ROOMガイドブック』販売,マンガ形式・すきま時間/初期費用ゼロ訴求,入門的。Threads特化ではなく楽天ROOM周辺,,1,https://www.amazon.co.jp/dp/B0DXVSXZ7Z
78,ナマケモノ課長,A. 教材・ノウハウ販売型,Threads×楽天アフィリエイト（初心者ロードマップ）,不明,不明,Brain(namakemono_kacho),不明,『最短で月1万円』（目標値）,④月1〜5万(初級レンジ),Brain『スマホだけでできる始め方と最短で月1万円ロードマップ』販売,スマホ完結・最短ロードマップ型,目標値ベースで控えめ。過度な誇張は少なめ,,1,https://brain-market.com/u/namakemono_kacho/a/b0QDMyMjMgoTZsNWa0JXY
79,マサノアトリエ,A. 教材・ノウハウ販売型,Threads×アフィリエイト,不明,不明,note(masanoatelier),不明,「初月から最速で収益化」,⑤目標値/少額・実額不明,note記事(完全攻略ロードマップ),最速収益化のロードマップ型,note発信者。ハンドル未確認,,1,https://note.com/masanoatelier/n/ne855ff7fe29b
80,副業オタクちゃんねる@フォロバ100,A. 教材・ノウハウ販売型,Threads収益化ガイド（総合）,不明,不明,note(hukugyouotaku),不明,不明,不明/非公表,note有料記事でThreads収益化を販売,初心者向け網羅ガイド型,楽天特化ではなく総合。実績記述乏しい,,1,https://note.com/hukugyouotaku/n/na5c6c210ec56
81,収入の柱を増やしたママ,A. 教材・ノウハウ販売型,Threads×楽天アフィリエイト(ママ),不明,不明,note(tasty_bee5002),不明,不明,不明/非公表,note記事(NGパターン・テンプレ公開),NGと正解テンプレの対比型,note発信者。ハンドル未確認,,1,https://note.com/tasty_bee5002/n/n209f36c22688
82,1982yamada,B. Threads実践・発信型,楽天商品紹介(Threads連携),不明,不明,アメブロ(1982yamada),不明,不明,不明/非公表,アメブロ/楽天アフィ,『Threadsと楽天アフィのはじめ方』＋商品紹介,収益実績提示なし、実践/紹介ブログ,,1,https://ameblo.jp/1982yamada/entry-12915414654.html
83,68歳シニアの忘備録,B. Threads実践・発信型,シニア副業/日用品,不明,不明,note(@68sai_old),不明,月1万円(目標値・本人提示),④月1〜5万(初級レンジ),有料/無料note(図解の始め方ガイド),68歳シニア視点の図解つき初心者ガイド,本人公表のみ・検証不可。額は控えめで現実的,,1,https://note.com/68sai_old/n/n81b20e676158
84,AI_DAISUKI,B. Threads実践・発信型,AI活用/SNS収益化全般,不明,不明,note(@shiny_vole7937),不明,不明,不明/非公表,有料/無料note(Threads収益化条件解説),2026年最新のThreads収益化条件を解説する情報整理型,本人公表のみ・検証不可。ノウハウ解説主体,,1,https://note.com/shiny_vole7937/n/n64b702c41a4f
85,Jack Daniel Classic,B. Threads実践・発信型,Threads自動投稿×SNSアフィリエイト副業,不明,不明,ココナラ(blogs/4961604),不明,不明,不明/非公表,ココナラブログ集客＋Threads自動投稿ツール導線,自動投稿・仕組み化を訴求するツール寄り,ココナラ導線。実績不明,,1,https://coconala.com/blogs/4961604/477638
86,SINGARI(Amazon運用×売上最大化),B. Threads実践・発信型,EC運用/ガジェット(Amazon・楽天),不明,不明,note(@hika_ai),不明,不明(実践記として収益過程を連載),⑤目標値/少額・実額不明,有料/無料note(実践記シリーズ),『第0回〜』の連載形式でThreads×楽天アフィを実況,本人公表のみ・検証不可,,1,https://note.com/hika_ai/n/n04359825a6ea
87,misa（浪費OLから社長へ）,B. Threads実践・発信型,浪費/ハイブランド・楽天アフィ,不明,不明,アメブロ(misa0091),不明,楽天アフィリ発生報酬 月60万円超(2025年1月・スクショ公開),①誇大・要検証(月100万超〜/累計高額),アメブロ Ameba Pick/楽天アフィ,実収益スクショ公開型の高額実績ブロガー,ブログ主体(Threads主軸か不明)。スクショ提示あり,,1,https://ameblo.jp/misa0091/entry-12955350840.html
88,うさりんご,B. Threads実践・発信型,楽天アフィリエイト収益公開,不明,不明,独自ドメインブログ(usaringo.info),不明,1年目で月5万円、1年半で月6桁(ブログで収入公開),④月1〜5万(初級レンジ),ブログ/楽天アフィ,収入公開・継続実績を淡々と報告,ブログ主体でThreads主軸ではない可能性。継続記録型で信頼度高め,,1,https://usaringo.info/affiliate-18month/
89,おきるママ,B. Threads実践・発信型,スレッズ×主婦の副業,不明,不明,note(okirumama),不明,不明(「脱サラ計画」訴求),⑤目標値/少額・実額不明,note連載,脱サラを目指す主婦の副業実践記,note発信者。ハンドル未確認,,1,https://note.com/okirumama/n/n430e5cd21588
90,なまけもも看護師,B. Threads実践・発信型,看護師/日用品(専門職系),不明,不明,note(@namakemomo_ns_),不明,不明,不明/非公表,有料/無料note(noteに楽天アフィを貼る方法),楽天アフィの規約・貼り方などノウハウ解説型,本人公表のみ・検証不可(収益公表は薄い),,1,https://note.com/namakemomo_ns_/n/n1b6913e141ae
91,みつばち,B. Threads実践・発信型,主婦のゆる楽天アフィ,不明,不明,note(charm_bee9821),不明,不明,不明/非公表,note(体験記),『主婦でもできた第一歩』初心者体験,収益主張ほぼなし、初心者記録,,1,https://note.com/charm_bee9821/n/n20111cfdd133
92,りよ◎（お得・節約大好きマン）,B. Threads実践・発信型,お得・節約(Threadsアフィ検証),不明,不明,アメブロ(riyo-o0),不明,『Threadsアフィでバズった結果』収益化検証,⑤目標値/少額・実額不明,アメブロ/アフィリンク,節約系ブロガーのバズ×収益化レビュー,検証レビュー型。数値は要確認,,1,https://ameblo.jp/riyo-o0/entry-12926784895.html
93,りーまん,B. Threads実践・発信型,副業/楽天アフィ収入公開,不明,不明,独自ドメインブログ,不明,収入公開＋『稼げない？成果を出す方法』,⑤目標値/少額・実額不明,ブログ/アフィリンク,サラリーマン副業の収入公開レビュー,数値は記事内自己申告。検証系寄り,,1,https://side-business.blog/rakuten-kasegu/
94,浅漬けちゃん,B. Threads実践・発信型,Threads楽天アフィリエイト発信,不明,不明,note(musubu_threads)、Threads、楽天アフィリエイト,不明,不明,不明/非公表,楽天アフィリエイト＋note,IGとThreadsの比較・Threads推し発信,ノウハウ発信型。信頼度中〜低,,1,https://note.com/musubu_threads/n/n2b2be2c079fc
95,資さん｜ゆるく楽天アフィ,B. Threads実践・発信型,日用品/暮らし,不明,不明,note(@fine_rabbit9790),不明,月10万円稼ぐ人の視点(本人公表),③月8〜10万,有料/無料note(ノウハウ),『月10万稼ぐ人が絶対にやらないこと』逆説型,本人公表のみ・検証不可,,1,https://note.com/fine_rabbit9790/n/nbacb4d06d08d
96,AYA,C. 楽天ROOMインフルエンサー型,楽天ROOM ファッション,不明,不明,"Instagram, 楽天ROOM",不明,不明,不明/非公表,楽天ROOMアフィリエイト,164cm長身でプチプラ〜ハイブランド着用画像,find-model掲載,,1,https://find-model.jp/insta-lab/rakuten-room-influencers-fashion/
97,MIYO,C. 楽天ROOMインフルエンサー型,プチプラファッション(GU/UNIQLO/ZARA/楽天/しまむら),@MIYO（推定）,推定,Instagram、楽天ROOM,IG 約41.4万,不明,不明/非公表,楽天ROOM/楽天アフィリエイト、タイアップ,真似するだけの高見えプチプラコーデ,find-model掲載。信頼度中〜高,,1,https://find-model.jp/insta-lab/rakuten-room-influencers-fashion/
98,NANA〜副業カフェ,C. 楽天ROOMインフルエンサー型,日用品/暮らし(楽天ROOM),不明,不明,"note(@nanacafehukugyou), 楽天ROOM","楽天ROOM 6,827フォロワー(1ヶ月・本人公表)",楽天ROOM売上10万(1ヶ月ガチ運用・本人公表),⑤目標値/少額・実額不明,有料/無料note(楽天ROOM運用体験),『1か月ガチったら』と短期集中の実績訴求,本人公表のみ・検証不可。フォロワー数値は具体的,,1,https://note.com/nanacafehukugyou/n/n3bb48e277a55
99,Toshihiro Yasutake,C. 楽天ROOMインフルエンサー型,楽天ROOM ファッション・インテリア,不明,不明,"Instagram, 楽天ROOM, 服飾専門学校講師",約24.9万(2023年9月時点/推定),不明,不明/非公表,楽天ROOMアフィリエイト,ファッション×インテリアを横断して紹介,find-model掲載、専門学校講師の肩書,,1,https://find-model.jp/insta-lab/rakuten-room-influencers-fashion/
100,hanyacoro,C. 楽天ROOMインフルエンサー型,楽天ROOM 生活雑貨・調理器具・家具家電,不明,不明,"Instagram, 楽天ROOM",不明,不明,不明/非公表,楽天ROOMアフィリエイト,生活雑貨を軸に幅広いジャンルを紹介,find-model掲載,,1,https://find-model.jp/insta-lab/rakuten-room-influencers-lifestyle-goods/
101,hichon（ひちょん）,C. 楽天ROOMインフルエンサー型,暮らし・ミニマル・片づけ,不明,不明,Instagram、楽天ROOM、書籍(KADOKAWA),IG 約27.9万（2024年9月時点）,不明,不明/非公表,楽天ROOM、書籍出版、企業タイアップ,手放す暮らし・選び方の提案,ROOM OF THE YEAR 2年連続MVP、書籍あり。信頼度高,,1,https://prtimes.jp/main/html/rd/p/000015352.000007006.html
102,kubokawakatsuya,C. 楽天ROOMインフルエンサー型,楽天ROOM インテリア,不明,不明,"Instagram, 楽天ROOM, インテリアスタイリスト",不明,不明,不明/非公表,楽天ROOMアフィリエイト,スタイリッシュなインテリア、重さ/付属品まで言及,インテリアスタイリストの専門性、find-model掲載,,1,https://find-model.jp/insta-lab/rakuten-room-interior-influencer/
103,mako_530,C. 楽天ROOMインフルエンサー型,ファッション,不明,不明,Instagram、楽天ROOM,不明,不明,不明/非公表,楽天ROOM/楽天アフィリエイト,ファッションアイテム紹介,ROOM OF THE YEAR 2024ファッション部門関連で言及。信頼度中,,1,https://find-model.jp/insta-lab/rakuten-room-influencers-fashion/
104,mami,C. 楽天ROOMインフルエンサー型,キッチン・料理・グルメ,不明,不明,Instagram、楽天ROOM,不明（殿堂入り）,不明,不明/非公表,楽天ROOM/楽天アフィリエイト,キッチン・料理グッズ中心,ROOM OF THE YEAR 3年連続部門受賞・殿堂入り。信頼度高,,1,https://room.rakuten.co.jp/feature/room_people_vol93/
105,megu room／コレ！ご自由に♡,C. 楽天ROOMインフルエンサー型,楽天ROOM 日用品・雑貨,不明,不明,"Instagram, 楽天ROOM",約31.01万(楽天ROOM/推定),不明,不明/非公表,楽天ROOMアフィリエイト,「コレ！」と勧める日用品・雑貨を紹介,find-model掲載,,1,https://find-model.jp/insta-lab/rakutenroom-influencer-household-goods/
106,momoka,C. 楽天ROOMインフルエンサー型,北欧雑貨・整理収納（ママ）,不明,不明,Instagram、楽天ROOM,不明,不明,不明/非公表,楽天ROOM/楽天アフィリエイト,北欧式整理収納プランナー、収納術発信,find-model掲載。信頼度中,,1,https://find-model.jp/insta-lab/rakuten-room-influencers-lifestyle-goods/
107,saori ROOMインフルエンサー,C. 楽天ROOMインフルエンサー型,楽天ROOM インテリア,不明,不明,"Instagram, 楽天ROOM",約3.4万(2022年11月時点/推定),不明,不明/非公表,楽天ROOMアフィリエイト,インテリア中心の紹介,find-model掲載(数値は2022年時点),,1,https://find-model.jp/insta-lab/rakuten-room-interior-influencer/
108,sayako,C. 楽天ROOMインフルエンサー型,ファッション,不明,不明,Instagram、楽天ROOM,楽天ROOM ヘビーユーザー（紹介商品1万点超）,不明,不明/非公表,楽天ROOM/楽天アフィリエイト,大量の商品を継続紹介するヘビーユーザー型,ROOM OF THE YEAR 2024ファッション部門大賞（2連覇）。信頼度高,,1,https://room.rakuten.co.jp/feature/special_award2024/
109,tip｜インテリアと暮らし,C. 楽天ROOMインフルエンサー型,楽天ROOM インテリア,不明,不明,"Instagram, 楽天ROOM",約2.1万(2022年11月時点/推定),不明,不明/非公表,楽天ROOMアフィリエイト,インテリアと暮らしのアイテム紹介,find-model掲載(数値は2022年時点),,1,https://find-model.jp/insta-lab/rakuten-room-interior-influencer/
110,yukiko_ismart（ゆきこ）,C. 楽天ROOMインフルエンサー型,インテリア・シンプルライフ,@yukiko_ismart（推定）,推定,Instagram/楽天ROOM(room_2b6017e5e7)、Ameba公式トップブロガー,楽天ROOM 約99.9万（殿堂入り）,不明,不明/非公表,楽天ROOM/楽天アフィリエイト、Ameba,シンプルで安く役立つ商品を厳選紹介,殿堂入りの著名アカウント。信頼度高,,1,https://room.rakuten.co.jp/room_2b6017e5e7/items
111,えりか,C. 楽天ROOMインフルエンサー型,インテリア・収納,不明,不明,Instagram、楽天ROOM、ひなたライフ公式アンバサダー,不明,不明,不明/非公表,楽天ROOM、アンバサダー,白壁×ウッディ家具のお手本収納術,公式アンバサダー。信頼度中〜高,,1,https://influencermarketing-company.com/influencer-column/rakuten-influencer/
112,えりん☺︎,C. 楽天ROOMインフルエンサー型,楽天ROOM ファッション・グルメ,不明,不明,"Instagram, 楽天ROOM",不明（大型/推定）,不明,不明/非公表,楽天ROOMアフィリエイト,自身で試したファッション・グルメを中心に紹介,ROOM of the year(ファッション)2019・2020連覇で信頼度高,,1,https://find-model.jp/insta-lab/rakuten-room-influencers-fashion/
113,きなこ（育児と暮らしを楽しむアイテム）,C. 楽天ROOMインフルエンサー型,育児・暮らし,不明,不明,Instagram、ブログ、楽天ROOM,IG 約20.1万,不明,不明/非公表,楽天ROOM、ブログ、タイアップ,育児・暮らしの実用アイテムをピックアップ,find-model掲載。信頼度中,,1,https://find-model.jp/insta-lab/influencers-rakuten-room-family/
114,きりんさん,C. 楽天ROOMインフルエンサー型,日用品/暮らし,不明,不明,"note(@fine_pony9663), 楽天ルーム",不明,不明,不明/非公表,有料/無料note(楽天ルーム×Threads収益化),『今からでも遅くない』自然シェア型収益化,本人公表のみ・検証不可,,1,https://note.com/fine_pony9663/n/n450e4313ed22
115,でらこ（でらこブログ）,C. 楽天ROOMインフルエンサー型,楽天ROOM攻略・現役ルーマー,不明,不明,ブログ(melo-blog.com)、楽天ROOM、Threads、X,不明,月1万円超の手法を解説,④月1〜5万(初級レンジ),楽天ROOM/アフィリエイト＋ブログ,アフィリエイトレポート分析など実務ノウハウ発信,2026年現役ルーマーを標榜、実務的。信頼度中,,1,https://melo-blog.com/room-afi-report
116,ぴ～す（楽天ROOMで週末をちょっとリッチに）,C. 楽天ROOMインフルエンサー型,楽天ROOM稼ぎ方(主婦・週末副業),不明,不明,note(peace_room01)、楽天ROOM、Threads,不明,『1ヶ月目から○万円』を訴求,⑤目標値/少額・実額不明,楽天ROOM＋note,初心者向けに月収例を提示,自己申告・note導線。信頼度低,,1,https://note.com/peace_room01/n/n8fe07429d244
117,ふなりく,C. 楽天ROOMインフルエンサー型,楽天ROOM キッチン・生活雑貨・インテリア,不明,不明,"Instagram, 楽天ROOM",約28.6万(楽天ROOM/推定),不明,不明/非公表,楽天ROOMアフィリエイト,主婦経験を活かした暮らしの実用品紹介,find-model掲載,,1,https://find-model.jp/insta-lab/rakutenroom-influencer-household-goods/
118,みゅう 子育てグッズと暮らしのモノ,C. 楽天ROOMインフルエンサー型,楽天ROOM 子育て・ベビー,不明,不明,"Instagram×2, 楽天ROOM","不明（紹介商品9,000点超）",不明,不明/非公表,楽天ROOMアフィリエイト,出産・育児の段階別にマタニティ/ベビー用品を紹介,ROOM OF THE YEAR 2024キッズ・ベビー部門大賞で信頼度高,,1,https://find-model.jp/insta-lab/influencers-rakuten-room-family/
119,もちこ⌇roomインフルエンサー,C. 楽天ROOMインフルエンサー型,生活雑貨・日用品,不明,不明,Instagram、楽天ROOM(room_11c5b9b43f),楽天ROOM 約7.4万,不明,不明/非公表,楽天ROOM/楽天アフィリエイト,利便性・安全性重視の日用品紹介,ROOM OF THE YEAR 2024部門賞。信頼度高,,1,https://room.rakuten.co.jp/room_11c5b9b43f/items
120,ゆね,C. 楽天ROOMインフルエンサー型,ホーム・インテリア・家電,不明,不明,Instagram、楽天ROOM,不明,不明,不明/非公表,楽天ROOM/楽天アフィリエイト,ホワイト×ライトブルー、自宅購入品を実写で紹介,ROOM OF THE YEAR 2023・2024部門大賞。信頼度高,,1,https://find-model.jp/insta-lab/rakuten-room-interior-influencer/
121,ゆり（『28文字の片づけ』著者）,C. 楽天ROOMインフルエンサー型,片づけ・収納・インテリア,不明,不明,Instagram、楽天ROOM、書籍、ひなたライフ公式アンバサダー,約16万超,不明,不明/非公表,楽天ROOM、書籍、アンバサダー,収納・片づけメソッド発信,ベストセラー著者・公式アンバサダー。信頼度高,,1,https://influencermarketing-company.com/influencer-column/rakuten-influencer/
122,ママのための副業相談室,C. 楽天ROOMインフルエンサー型,子育て/日用品(主婦・楽天ROOM×Threads),不明,不明,"note(@zaitaku_fight), 楽天ROOM",不明,月1万円(目標値・本人提示),④月1〜5万(初級レンジ),有料/無料note(始め方ガイド),『好きなもの紹介で稼ぐ』主婦初心者向け,本人公表のみ・検証不可,,1,https://note.com/zaitaku_fight/n/n69d5b487f150
123,ミニマリストあやじま／1才児と身軽に,C. 楽天ROOMインフルエンサー型,ミニマリスト・収納・子育て,不明,不明,Instagram、楽天ROOM,IG 約28.2万,不明,不明/非公表,楽天ROOM/楽天アフィリエイト、タイアップ,白・グレー基調、生活感を抑えたミニマル収納,find-model掲載。信頼度中〜高,,1,https://find-model.jp/insta-lab/influencers-rakuten-room-family/
124,ヨキチ,C. 楽天ROOMインフルエンサー型,楽天ROOM×Instagram収益化ノウハウ,不明,不明,note(yokichi_note7)、Instagram、楽天ROOM,不明,『フォロワー0でも月1万円』を訴求,④月1〜5万(初級レンジ),楽天ROOM/アフィリエイト＋note,フォロワー0スタートの収益化ガイド,ノウハウ発信・note導線。信頼度中〜低,,1,https://note.com/yokichi_note7/n/n29875c6755ce
125,丸の内OLの憂鬱,C. 楽天ROOMインフルエンサー型,OL・美容・コスメ・ライフスタイル,不明,不明,X(約36.18万)、Instagram(約19万),X 約36.18万／IG 約19万,不明,不明/非公表,楽天ROOM/アフィリエイト(推定)、タイアップ,20〜30代OL向けの等身大発信,OL系代表格だが楽天ROOM実践度は要確認。信頼度中,,1,https://influencermarketing-company.com/influencer-column/x-20s-beauty-influencer/
126,Threads運用代行サービス出品者（ココナラ),D. コンサル・教育事業型,Threads運用代行（手作業・bot無し）,不明,不明,ココナラ(services/2909996),不明,不明,不明/非公表,ココナラでThreads運用代行を販売,bot不使用・手作業運用を売りにした代行型,匿名。楽天アフィ特化かは要確認,,1,https://coconala.com/services/2909996
127,sayomi（ブログの学校）,D. コンサル・教育事業型,ブログ/SNS収益化スクール運営,不明,不明,アメブロ(sayomimiheya),"受講者1,800名以上と主張",不明,不明/非公表,スクール/講座販売,『ど田舎でもスキル0でも』教育者ポジション,スクール集客目的。受講者数は自己申告,,1,https://ameblo.jp/sayomimiheya/entry-12911054236.html
128,シロウ,D. コンサル・教育事業型,Threads収益化・仕組み化（美容）,不明,不明,Brain/教材（SNS起業系）,1万人（Threads、運用70日と主張）,累計2億円、Threads運用30日で月商100万円（自己申告）,①誇大・要検証(月100万超〜/累計高額),教材・コンサル販売,1日30分以下運用・仕組み化を強調するハイ実績訴求,累計2億・月商100万は検証不可、誇大の可能性が高い,要注意(誇大の可能性),1,https://freelife-marke.com/threads/
129,hatomama,E. 検証・批評型,Threads×楽天アフィの実態暴露,不明,不明,note(mama_note_),不明,0→1達成後にゼロに戻った(正直な失敗談),⑤目標値/少額・実額不明,note,『バズっても売れない』実態を語る逆張り型,誇大の逆。稼げなかった側の証言として信頼度は相対的に高い,要注意(誇大の可能性),1,https://note.com/mama_note_/n/n92c66030f017
130,ume☆,E. 検証・批評型,Threads×楽天アフィリエイト（アカ停止体験記）,不明,不明,note(ume00000),不明,不明,不明/非公表,note記事（失敗談ノウハウ）,アカウント停止のリアル体験を共有する警鐘型,ネガ体験共有で誇張少。純粋な販売者かは弱い,,1,https://note.com/ume00000/n/nac03e6ba16d3
131,しほ,E. 検証・批評型,Threads×楽天アフィ注意喚起,不明,不明,note(shiho_life_),不明,不明,不明/非公表,note(無料→有料誘導),『“モニター”の罠』など注意喚起フック,数値実績なし、心理フック型,,1,https://note.com/shiho_life_/n/n6d7daf66b886
132,ひろもと｜脱・楽天アフィ,E. 検証・批評型,アフィリエイト全般(逆張り),不明,不明,note(@hiromoto_acad),不明,不明(『楽天アフィ・オワコン』逆張り論),⑤目標値/少額・実額不明,note(別手法への誘導),楽天アフィのオワコン論を唱える逆張り・注意喚起型,検証・批評寄り。誇大表現なし(むしろ警鐘),要注意(誇大の可能性),1,https://note.com/hiromoto_acad/n/n97444c07e9c1
